id,mTurkcode,trial_og,rel_og,dec_og,auto.correct,block,trial_type,pilot_acc,rel,acc,autotype,negative,positive,group,auto,affective,analytical,trust,propensity,age,gender
exp2p78,2,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0,1.6,B_Fear_Hi,B,Fear,Hi,0.333333333333333,2.66666666666667,33,Female
exp2p82,3,y46,Use AWD decision (10% point cost),NA,y,3,y,0.806451613,1,1,b,0,1.2,B_Fear_Lo,B,Fear,Lo,3,2.66666666666667,33,Male
exp2p28,3,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0.2,0.8,B_Fear_Lo,B,Fear,Lo,3.83333333333333,3.5,40,Female
exp2p77,2,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,1.8,2.2,B_Fear_Hi,B,Fear,Hi,2,2.33333333333333,37,Male
exp2p58,2,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0,1.6,B_Fear_Hi,B,Fear,Hi,0,2,42,Female
exp2p18,2,y46,Use AWD decision (10% point cost),NA,y,3,y,0.806451613,1,1,b,0,1,B_Fear_Hi,B,Fear,Hi,3,2.66666666666667,41,Male
exp2p46,2,y46,View again without automation,Check (contraband present),y,3,y,0.806451613,0,0,b,0.2,2.8,B_Fear_Hi,B,Fear,Hi,1.16666666666667,2.83333333333333,71,Male
exp2p39,2,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,2.2,2.4,B_Fear_Hi,B,Fear,Hi,2.33333333333333,2,26,Male
exp2p53,3,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0,0,B_Fear_Lo,B,Fear,Lo,3,2.16666666666667,26,Male
exp2p84,3,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0.2,1.8,B_Fear_Lo,B,Fear,Lo,0,2,36,Female
exp2p61,3,y46,Use AWD decision (10% point cost),NA,y,3,y,0.806451613,1,1,b,0,2.2,B_Fear_Lo,B,Fear,Lo,0.166666666666667,2.16666666666667,35,Male
exp2p132,9,y46,Use AWD decision (10% point cost),NA,y,3,y,0.806451613,1,1,b,0,1.8,B_Neut_Lo,B,Neut,Lo,3,2,36,Female
exp2p74,4,y46,View again without automation,Check (contraband present),y,3,y,0.806451613,0,0,b,0,2.4,B_Neut_Hi,B,Neut,Hi,1.66666666666667,2.16666666666667,55,Female
exp2p36,9,y46,View again without automation,Check (contraband present),y,3,y,0.806451613,0,0,b,0.4,0.2,B_Neut_Lo,B,Neut,Lo,3.66666666666667,3.16666666666667,26,Male
exp2p95,9,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0.4,1.8,B_Neut_Lo,B,Neut,Lo,1.5,3.16666666666667,47,Male
exp2p42,4,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0.4,0.6,B_Neut_Hi,B,Neut,Hi,3,3,38,Female
exp2p7,9,y46,Use AWD decision (10% point cost),NA,y,3,y,0.806451613,1,1,b,0,1.2,B_Neut_Lo,B,Neut,Lo,1,3.33333333333333,67,Female
exp2p10,4,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0.8,1.4,B_Neut_Hi,B,Neut,Hi,3,2.33333333333333,59,Female
exp2p126,9,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0,2.2,B_Neut_Lo,B,Neut,Lo,2.83333333333333,1.5,52,Female
exp2p135,4,y46,Use AWD decision (10% point cost),NA,y,3,y,0.806451613,1,1,b,0.2,2.2,B_Neut_Hi,B,Neut,Hi,2,3.16666666666667,31,Female
exp2p98,9,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,1,0,B_Neut_Lo,B,Neut,Lo,0,2.33333333333333,23,Male
exp2p120,4,y46,Use AWD decision (10% point cost),NA,y,3,y,0.806451613,1,1,b,0.2,2,B_Neut_Hi,B,Neut,Hi,3,3,59,Female
exp2p83,9,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,1.6,1.6,B_Neut_Lo,B,Neut,Lo,2.5,2,28,Male
exp2p129,4,y46,View again without automation,Check (contraband present),y,3,y,0.806451613,0,0,b,0.8,0.4,B_Neut_Hi,B,Neut,Hi,2,2.83333333333333,59,Female
exp2p130,9,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0,0.2,B_Neut_Lo,B,Neut,Lo,3.33333333333333,2.66666666666667,30,Female
exp2p76,4,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0,1.8,B_Neut_Hi,B,Neut,Hi,1,2.5,45,Female
exp2p90,9,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0,2,B_Neut_Lo,B,Neut,Lo,2,2,21,Female
exp2p66,9,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0.8,1.6,B_Neut_Lo,B,Neut,Lo,1,2.66666666666667,44,Female
exp2p111,4,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0.4,3.8,B_Neut_Hi,B,Neut,Hi,1,1.66666666666667,36,Female
exp2p97,4,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,1,1.4,B_Neut_Hi,B,Neut,Hi,3.83333333333333,3,30,Male
exp2p115,9,y46,View again without automation,Check (contraband present),y,3,y,0.806451613,0,0,b,0.6,2.2,B_Neut_Lo,B,Neut,Lo,1.16666666666667,2.83333333333333,40,Female
exp2p68,4,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0.2,0.4,B_Neut_Hi,B,Neut,Hi,2.83333333333333,2.83333333333333,24,Male
exp2p43,9,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0,1.6,B_Neut_Lo,B,Neut,Lo,2,2.33333333333333,52,Male
exp2p99,9,y46,Use AWD decision (10% point cost),NA,y,3,y,0.806451613,1,1,b,0,3.6,B_Neut_Lo,B,Neut,Lo,3,3.33333333333333,24,Male
exp2p65,9,y46,Use AWD decision (10% point cost),NA,y,3,y,0.806451613,1,1,b,0,1.2,B_Neut_Lo,B,Neut,Lo,2.83333333333333,3.16666666666667,37,Male
exp2p69,4,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0.4,1.4,B_Neut_Hi,B,Neut,Hi,3,2,34,Female
exp2p112,4,y46,Use AWD decision (10% point cost),NA,y,3,y,0.806451613,1,1,b,0,2.8,B_Neut_Hi,B,Neut,Hi,0,2,53,Female
exp2p87,9,y46,Use AWD decision (10% point cost),NA,y,3,y,0.806451613,1,1,b,0,0.8,B_Neut_Lo,B,Neut,Lo,2.16666666666667,2.5,34,Female
exp2p89,4,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,1.4,1,B_Neut_Hi,B,Neut,Hi,2.5,2.5,45,Male
exp2p27,4,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,2,1.6,B_Neut_Hi,B,Neut,Hi,1.66666666666667,2.5,34,Male
exp2p16,9,y46,Use AWD decision (10% point cost),NA,y,3,y,0.806451613,1,1,b,1.8,1.8,B_Neut_Lo,B,Neut,Lo,2,2.66666666666667,26,Male
exp2p37,4,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,2.2,3.4,B_Neut_Hi,B,Neut,Hi,2.66666666666667,2.5,46,Female
exp2p31,4,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,0.8,3,B_Neut_Hi,B,Neut,Hi,2.33333333333333,2.33333333333333,26,Female
exp2p140,4,y46,View again without automation,Clear (NO contraband present),y,3,y,0.806451613,0,1,b,1.2,0.8,B_Neut_Hi,B,Neut,Hi,1.5,2.5,34,Male
exp2p80,2,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.4,0.4,B_Fear_Hi,B,Fear,Hi,2,3,38,Male
exp2p81,2,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,1.4,2.2,B_Fear_Hi,B,Fear,Hi,2.33333333333333,2.83333333333333,34,Male
exp2p91,3,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,0,3,B_Fear_Lo,B,Fear,Lo,0,2.5,67,Female
exp2p64,2,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.2,2.2,B_Fear_Hi,B,Fear,Hi,1.16666666666667,2.33333333333333,44,Female
exp2p73,3,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.4,2,B_Fear_Lo,B,Fear,Lo,2,2.5,33,Female
exp2p32,2,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,0,1.2,B_Fear_Hi,B,Fear,Hi,3.16666666666667,2.33333333333333,40,Female
exp2p114,3,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,0,1.6,B_Fear_Lo,B,Fear,Lo,1,3.66666666666667,44,Male
exp2p75,2,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.6,1.2,B_Fear_Hi,B,Fear,Hi,3,2.83333333333333,37,Male
exp2p22,2,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.4,2.2,B_Fear_Hi,B,Fear,Hi,3,2.66666666666667,32,Female
exp2p45,3,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,2.2,0.4,B_Fear_Lo,B,Fear,Lo,2.33333333333333,2.33333333333333,20,Female
exp2p127,2,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,1.6,2.4,B_Fear_Hi,B,Fear,Hi,2,2.83333333333333,48,Male
exp2p3,3,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,1.8,2,B_Fear_Lo,B,Fear,Lo,2.33333333333333,2.16666666666667,26,Male
exp2p21,2,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,2.6,2.2,B_Fear_Hi,B,Fear,Hi,2.33333333333333,2.66666666666667,26,Female
exp2p35,3,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,2.6,0.8,B_Fear_Lo,B,Fear,Lo,3.33333333333333,2.83333333333333,30,Female
exp2p12,2,y51,View again without automation,Check (contraband present),n,3,y,0.709677419,0,0,b,1.4,1.2,B_Fear_Hi,B,Fear,Hi,2.66666666666667,2.33333333333333,48,Female
exp2p88,3,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,1.6,1.2,B_Fear_Lo,B,Fear,Lo,2,2.66666666666667,39,Female
exp2p96,2,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,2,1,B_Fear_Hi,B,Fear,Hi,1.5,2.5,23,Male
exp2p60,2,y51,View again without automation,Check (contraband present),n,3,y,0.709677419,0,0,b,0.2,0.2,B_Fear_Hi,B,Fear,Hi,1,3.16666666666667,38,Female
exp2p94,3,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0,2.8,B_Fear_Lo,B,Fear,Lo,2,3.33333333333333,22,Male
exp2p92,3,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,3.4,3.4,B_Fear_Lo,B,Fear,Lo,3.5,2.5,37,Female
exp2p38,2,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,1.6,0.8,B_Fear_Hi,B,Fear,Hi,2,1.5,28,Female
exp2p47,2,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0,1.8,B_Fear_Hi,B,Fear,Hi,3,3.5,40,Female
exp2p123,3,y51,View again without automation,Check (contraband present),n,3,y,0.709677419,0,0,b,2.4,1.6,B_Fear_Lo,B,Fear,Lo,2.33333333333333,2.5,45,Male
exp2p41,3,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,1.8,1.6,B_Fear_Lo,B,Fear,Lo,1.66666666666667,2.33333333333333,32,Male
exp2p106,3,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,4,1,B_Fear_Lo,B,Fear,Lo,4,3,53,Female
exp2p78,2,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0,1.6,B_Fear_Hi,B,Fear,Hi,0.333333333333333,2.66666666666667,33,Female
exp2p82,3,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,0,1.2,B_Fear_Lo,B,Fear,Lo,3,2.66666666666667,33,Male
exp2p28,3,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.2,0.8,B_Fear_Lo,B,Fear,Lo,3.83333333333333,3.5,40,Female
exp2p77,2,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,1.8,2.2,B_Fear_Hi,B,Fear,Hi,2,2.33333333333333,37,Male
exp2p58,2,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0,1.6,B_Fear_Hi,B,Fear,Hi,0,2,42,Female
exp2p18,2,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0,1,B_Fear_Hi,B,Fear,Hi,3,2.66666666666667,41,Male
exp2p46,2,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.2,2.8,B_Fear_Hi,B,Fear,Hi,1.16666666666667,2.83333333333333,71,Male
exp2p39,2,y51,View again without automation,Check (contraband present),n,3,y,0.709677419,0,0,b,2.2,2.4,B_Fear_Hi,B,Fear,Hi,2.33333333333333,2,26,Male
exp2p53,3,y51,View again without automation,Check (contraband present),n,3,y,0.709677419,0,0,b,0,0,B_Fear_Lo,B,Fear,Lo,3,2.16666666666667,26,Male
exp2p84,3,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.2,1.8,B_Fear_Lo,B,Fear,Lo,0,2,36,Female
exp2p61,3,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,0,2.2,B_Fear_Lo,B,Fear,Lo,0.166666666666667,2.16666666666667,35,Male
exp2p132,9,y51,View again without automation,Check (contraband present),n,3,y,0.709677419,0,0,b,0,1.8,B_Neut_Lo,B,Neut,Lo,3,2,36,Female
exp2p74,4,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0,2.4,B_Neut_Hi,B,Neut,Hi,1.66666666666667,2.16666666666667,55,Female
exp2p36,9,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,0.4,0.2,B_Neut_Lo,B,Neut,Lo,3.66666666666667,3.16666666666667,26,Male
exp2p95,9,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.4,1.8,B_Neut_Lo,B,Neut,Lo,1.5,3.16666666666667,47,Male
exp2p42,4,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.4,0.6,B_Neut_Hi,B,Neut,Hi,3,3,38,Female
exp2p7,9,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,0,1.2,B_Neut_Lo,B,Neut,Lo,1,3.33333333333333,67,Female
exp2p10,4,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.8,1.4,B_Neut_Hi,B,Neut,Hi,3,2.33333333333333,59,Female
exp2p126,9,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0,2.2,B_Neut_Lo,B,Neut,Lo,2.83333333333333,1.5,52,Female
exp2p135,4,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.2,2.2,B_Neut_Hi,B,Neut,Hi,2,3.16666666666667,31,Female
exp2p98,9,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,1,0,B_Neut_Lo,B,Neut,Lo,0,2.33333333333333,23,Male
exp2p120,4,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.2,2,B_Neut_Hi,B,Neut,Hi,3,3,59,Female
exp2p83,9,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,1.6,1.6,B_Neut_Lo,B,Neut,Lo,2.5,2,28,Male
exp2p129,4,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.8,0.4,B_Neut_Hi,B,Neut,Hi,2,2.83333333333333,59,Female
exp2p130,9,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,0,0.2,B_Neut_Lo,B,Neut,Lo,3.33333333333333,2.66666666666667,30,Female
exp2p76,4,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0,1.8,B_Neut_Hi,B,Neut,Hi,1,2.5,45,Female
exp2p90,9,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0,2,B_Neut_Lo,B,Neut,Lo,2,2,21,Female
exp2p66,9,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.8,1.6,B_Neut_Lo,B,Neut,Lo,1,2.66666666666667,44,Female
exp2p111,4,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.4,3.8,B_Neut_Hi,B,Neut,Hi,1,1.66666666666667,36,Female
exp2p97,4,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,1,1.4,B_Neut_Hi,B,Neut,Hi,3.83333333333333,3,30,Male
exp2p115,9,y51,View again without automation,Check (contraband present),n,3,y,0.709677419,0,0,b,0.6,2.2,B_Neut_Lo,B,Neut,Lo,1.16666666666667,2.83333333333333,40,Female
exp2p68,4,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.2,0.4,B_Neut_Hi,B,Neut,Hi,2.83333333333333,2.83333333333333,24,Male
exp2p43,9,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0,1.6,B_Neut_Lo,B,Neut,Lo,2,2.33333333333333,52,Male
exp2p99,9,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0,3.6,B_Neut_Lo,B,Neut,Lo,3,3.33333333333333,24,Male
exp2p65,9,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,0,1.2,B_Neut_Lo,B,Neut,Lo,2.83333333333333,3.16666666666667,37,Male
exp2p69,4,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0.4,1.4,B_Neut_Hi,B,Neut,Hi,3,2,34,Female
exp2p112,4,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,0,2.8,B_Neut_Hi,B,Neut,Hi,0,2,53,Female
exp2p87,9,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,0,0.8,B_Neut_Lo,B,Neut,Lo,2.16666666666667,2.5,34,Female
exp2p89,4,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,1.4,1,B_Neut_Hi,B,Neut,Hi,2.5,2.5,45,Male
exp2p27,4,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,2,1.6,B_Neut_Hi,B,Neut,Hi,1.66666666666667,2.5,34,Male
exp2p16,9,y51,Use AWD decision (10% point cost),NA,n,3,y,0.709677419,1,0,b,1.8,1.8,B_Neut_Lo,B,Neut,Lo,2,2.66666666666667,26,Male
exp2p37,4,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,2.2,3.4,B_Neut_Hi,B,Neut,Hi,2.66666666666667,2.5,46,Female
exp2p31,4,y51,View again without automation,Check (contraband present),n,3,y,0.709677419,0,0,b,0.8,3,B_Neut_Hi,B,Neut,Hi,2.33333333333333,2.33333333333333,26,Female
exp2p140,4,y51,View again without automation,Clear (NO contraband present),n,3,y,0.709677419,0,1,b,1.2,0.8,B_Neut_Hi,B,Neut,Hi,1.5,2.5,34,Male
exp2p80,2,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0.4,0.4,B_Fear_Hi,B,Fear,Hi,2,3,38,Male
exp2p81,2,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,1.4,2.2,B_Fear_Hi,B,Fear,Hi,2.33333333333333,2.83333333333333,34,Male
exp2p91,3,x54,Use AWD decision (10% point cost),NA,y,3,x,0.451612903,1,1,b,0,3,B_Fear_Lo,B,Fear,Lo,0,2.5,67,Female
exp2p64,2,x54,Use AWD decision (10% point cost),NA,y,3,x,0.451612903,1,1,b,0.2,2.2,B_Fear_Hi,B,Fear,Hi,1.16666666666667,2.33333333333333,44,Female
exp2p73,3,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0.4,2,B_Fear_Lo,B,Fear,Lo,2,2.5,33,Female
exp2p32,2,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0,1.2,B_Fear_Hi,B,Fear,Hi,3.16666666666667,2.33333333333333,40,Female
exp2p114,3,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0,1.6,B_Fear_Lo,B,Fear,Lo,1,3.66666666666667,44,Male
exp2p75,2,x54,View again without automation,Clear (NO contraband present),y,3,x,0.451612903,0,0,b,0.6,1.2,B_Fear_Hi,B,Fear,Hi,3,2.83333333333333,37,Male
exp2p22,2,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0.4,2.2,B_Fear_Hi,B,Fear,Hi,3,2.66666666666667,32,Female
exp2p45,3,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,2.2,0.4,B_Fear_Lo,B,Fear,Lo,2.33333333333333,2.33333333333333,20,Female
exp2p127,2,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,1.6,2.4,B_Fear_Hi,B,Fear,Hi,2,2.83333333333333,48,Male
exp2p3,3,x54,View again without automation,Clear (NO contraband present),y,3,x,0.451612903,0,0,b,1.8,2,B_Fear_Lo,B,Fear,Lo,2.33333333333333,2.16666666666667,26,Male
exp2p21,2,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,2.6,2.2,B_Fear_Hi,B,Fear,Hi,2.33333333333333,2.66666666666667,26,Female
exp2p35,3,x54,View again without automation,Clear (NO contraband present),y,3,x,0.451612903,0,0,b,2.6,0.8,B_Fear_Lo,B,Fear,Lo,3.33333333333333,2.83333333333333,30,Female
exp2p12,2,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,1.4,1.2,B_Fear_Hi,B,Fear,Hi,2.66666666666667,2.33333333333333,48,Female
exp2p88,3,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,1.6,1.2,B_Fear_Lo,B,Fear,Lo,2,2.66666666666667,39,Female
exp2p96,2,x54,Use AWD decision (10% point cost),NA,y,3,x,0.451612903,1,1,b,2,1,B_Fear_Hi,B,Fear,Hi,1.5,2.5,23,Male
exp2p60,2,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0.2,0.2,B_Fear_Hi,B,Fear,Hi,1,3.16666666666667,38,Female
exp2p94,3,x54,View again without automation,Clear (NO contraband present),y,3,x,0.451612903,0,0,b,0,2.8,B_Fear_Lo,B,Fear,Lo,2,3.33333333333333,22,Male
exp2p92,3,x54,Use AWD decision (10% point cost),NA,y,3,x,0.451612903,1,1,b,3.4,3.4,B_Fear_Lo,B,Fear,Lo,3.5,2.5,37,Female
exp2p38,2,x54,View again without automation,Clear (NO contraband present),y,3,x,0.451612903,0,0,b,1.6,0.8,B_Fear_Hi,B,Fear,Hi,2,1.5,28,Female
exp2p47,2,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0,1.8,B_Fear_Hi,B,Fear,Hi,3,3.5,40,Female
exp2p123,3,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,2.4,1.6,B_Fear_Lo,B,Fear,Lo,2.33333333333333,2.5,45,Male
exp2p41,3,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,1.8,1.6,B_Fear_Lo,B,Fear,Lo,1.66666666666667,2.33333333333333,32,Male
exp2p106,3,x54,View again without automation,Clear (NO contraband present),y,3,x,0.451612903,0,0,b,4,1,B_Fear_Lo,B,Fear,Lo,4,3,53,Female
exp2p78,2,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0,1.6,B_Fear_Hi,B,Fear,Hi,0.333333333333333,2.66666666666667,33,Female
exp2p82,3,x54,Use AWD decision (10% point cost),NA,y,3,x,0.451612903,1,1,b,0,1.2,B_Fear_Lo,B,Fear,Lo,3,2.66666666666667,33,Male
exp2p28,3,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0.2,0.8,B_Fear_Lo,B,Fear,Lo,3.83333333333333,3.5,40,Female
exp2p77,2,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,1.8,2.2,B_Fear_Hi,B,Fear,Hi,2,2.33333333333333,37,Male
exp2p58,2,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0,1.6,B_Fear_Hi,B,Fear,Hi,0,2,42,Female
exp2p18,2,x54,View again without automation,Clear (NO contraband present),y,3,x,0.451612903,0,0,b,0,1,B_Fear_Hi,B,Fear,Hi,3,2.66666666666667,41,Male
exp2p46,2,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0.2,2.8,B_Fear_Hi,B,Fear,Hi,1.16666666666667,2.83333333333333,71,Male
exp2p39,2,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,2.2,2.4,B_Fear_Hi,B,Fear,Hi,2.33333333333333,2,26,Male
exp2p53,3,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0,0,B_Fear_Lo,B,Fear,Lo,3,2.16666666666667,26,Male
exp2p84,3,x54,Use AWD decision (10% point cost),NA,y,3,x,0.451612903,1,1,b,0.2,1.8,B_Fear_Lo,B,Fear,Lo,0,2,36,Female
exp2p61,3,x54,Use AWD decision (10% point cost),NA,y,3,x,0.451612903,1,1,b,0,2.2,B_Fear_Lo,B,Fear,Lo,0.166666666666667,2.16666666666667,35,Male
exp2p132,9,x54,Use AWD decision (10% point cost),NA,y,3,x,0.451612903,1,1,b,0,1.8,B_Neut_Lo,B,Neut,Lo,3,2,36,Female
exp2p74,4,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0,2.4,B_Neut_Hi,B,Neut,Hi,1.66666666666667,2.16666666666667,55,Female
exp2p36,9,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0.4,0.2,B_Neut_Lo,B,Neut,Lo,3.66666666666667,3.16666666666667,26,Male
exp2p95,9,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0.4,1.8,B_Neut_Lo,B,Neut,Lo,1.5,3.16666666666667,47,Male
exp2p42,4,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0.4,0.6,B_Neut_Hi,B,Neut,Hi,3,3,38,Female
exp2p7,9,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0,1.2,B_Neut_Lo,B,Neut,Lo,1,3.33333333333333,67,Female
exp2p10,4,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0.8,1.4,B_Neut_Hi,B,Neut,Hi,3,2.33333333333333,59,Female
exp2p126,9,x54,View again without automation,Clear (NO contraband present),y,3,x,0.451612903,0,0,b,0,2.2,B_Neut_Lo,B,Neut,Lo,2.83333333333333,1.5,52,Female
exp2p135,4,x54,View again without automation,Check (contraband present),y,3,x,0.451612903,0,1,b,0.2,2.2,B_Neut_Hi,B,Neut,Hi,2,3.16666666666667,31,Female
